"","cases","adjusted_year","YearN","ISO_A0","full_name","continent","population_total","mean_fitted","dis_mean","dis_variance","dis_0.025","dis_0.975","dis_0.05","dis_0.95","dis_time","dis_all","continentID","countryID"
"25",0,1994,5,"ABW","Aruba","Caribbean",77595,0.249886208850649,-2.27672015148201,1.95985722942108,-2.70312975355185,2.46212069110563,-2.28433307202317,2.04536782137574,-2.27672015148201,-2.66317916810235,2,1
"26",0,2012,23,"ABW","Aruba","Caribbean",104110,2.35742468180085,-4.37537914511829,0.752879351481841,-5.38463364158227,-2.28542153492195,-5.13242064813347,-2.53556646534525,-4.37537914511829,-4.76183816173862,2,1
"27",10,1996,7,"ABW","Aruba","Caribbean",83021,11.9706808399542,1.7699705175938,0.652355453287418,-0.333047099155396,2.45911300259944,-0.106430288343856,2.23294109446378,1.7699705175938,1.38351150097347,2,1
"28",76,2000,11,"ABW","Aruba","Caribbean",90588,83.1807300740755,2.53902307184978,0.504666910014846,1.02429307281342,3.3928579135688,1.21638469338115,3.20032771579088,2.53902307184978,2.15256405522945,2,1
"29",845,2009,20,"ABW","Aruba","Caribbean",101604,830.549762759974,2.56960772072056,0.469862012629872,2.0000736995921,4.26856045443283,2.18412220875606,4.08410737037043,2.56960772072056,2.18314870410023,2,1
"30",400,2014,25,"ABW","Aruba","Caribbean",106807,375.028605108367,0.655407592569264,0.458709098478724,-1.23037454675456,1.01013030950599,-1.04735426730674,0.829162353675189,0.655407592569264,0.26894857594893,2,1
"31",0,2005,16,"ABW","Aruba","Caribbean",97635,1.41060258768791,-2.83210960492165,0.99017862610638,-3.66509697182672,-0.059459674987742,-3.37200310776562,-0.35032257329107,-2.83210960492165,-3.21856862154199,2,1
"32",0,2008,19,"ABW","Aruba","Caribbean",100917,2.02597948678837,-3.31555872140941,0.809597465251535,-4.70038636886493,-1.4614038342033,-4.43720874518072,-1.72309559455518,-3.31555872140941,-3.70201773802975,2,1
"33",106,2019,30,"ABW","Aruba","Caribbean",109203,97.4943150388509,0.458529163021151,0.481369726348403,-1.08528097740035,1.21445386122935,-0.899569433467025,1.02670589990008,0.458529163021151,0.0720701464008167,2,1
"34",9,2018,29,"ABW","Aruba","Caribbean",108908,9.40711961636858,-2.31549081035198,0.531839494381571,-2.68489563999205,-0.213601675287953,-2.48327752883904,-0.413062955988819,-2.31549081035198,-2.70194982697231,2,1
"35",2803,2011,22,"ARG","Argentina","South America",41730660,6.71797792784104,0.256005143338151,0.51051653682816,-1.0714880925929,1.23690696025996,-0.884174130495995,1.04928580640137,0.256005143338151,-3.38610289933599,5,2
"36",0,1991,2,"ARG","Argentina","South America",33230294,0.000389877266900712,-0.51866408542637,2.0553529719966,-2.67614150963505,2.61518678994259,-2.24829379298085,2.18724359168622,-0.51866408542637,-4.16077212810052,5,2
"37",77874,2015,26,"ARG","Argentina","South America",43477012,179.11375954312,2.45916667293028,0.515760406934737,1.12886842945946,3.44856229805416,1.31704527119216,3.25996910719417,2.45916667293028,-1.18294136974387,5,2
"38",9294,2012,23,"ARG","Argentina","South America",42161721,22.043982410299,1.13522786602336,0.512818018775773,-0.43002115846759,1.88153548034085,-0.24226742592445,1.69384595172989,1.13522786602336,-2.50688017665079,5,2
"39",610041,2023,34,"ARG","Argentina","South America",45538401,1339.61800001522,2.60325959123155,1.00777894915093,-0.0153926068462377,3.41791832048048,0.261697296204247,3.13869969798447,2.60325959123155,-1.0388484514426,5,2
"40",0,1996,7,"ARG","Argentina","South America",35513793,0.00319634082792999,-1.56035066623844,1.12248708201263,-3.36570939990391,0.458509687447987,-3.05526227496724,0.149736258039477,-1.56035066623844,-5.20245870891259,5,2
"41",0,1993,4,"ARG","Argentina","South America",34152717,0.00140133558899746,-0.16388496737664,1.59931142751938,-2.70288518409391,1.94775258173859,-2.32626857033148,1.57189659699472,-0.16388496737664,-3.80599301005079,5,2
"42",59492,2019,30,"ARG","Argentina","South America",44973465,132.282292613699,1.43292136406501,0.536199350477971,-0.0872220190717749,2.28315204410181,0.104107035312655,2.08961416454853,1.43292136406501,-2.20918667860914,5,2
"43",118089,2022,33,"ARG","Argentina","South America",45407904,260.062573467521,1.30206018697432,0.776048818255104,-0.444951105542194,2.51168300052049,-0.206071518087971,2.27118329458657,1.30206018697432,-2.34004785569982,5,2
"44",0,1990,1,"ARG","Argentina","South America",32755901,0.000435524142937954,0.156167850950887,2.10769585595038,-2.68229895097548,2.64155098484624,-2.25267049334567,2.21013974754292,0.156167850950887,-3.48594019172326,5,2
"45",34,2004,15,"ARG","Argentina","South America",38815916,0.0910328376330005,-1.88214538970316,0.533272150075077,-2.80488284559099,-0.426654357831118,-2.6105656846395,-0.618472887719563,-1.88214538970316,-5.5242534323773,5,2
