year,country,iso_a0,region,cases,RISc,risc_intensity,access_to_electricity_percent_of_population,forest_area_percent_of_land_area,gini_index,individuals_using_the_internet_percent_of_population,life_expectancy_at_birth_total_years,people_using_safely_managed_drinking_water_services_percent_of_population,gdp_per_capita_ppp_constant_2021_international,population_ages_0_14_percent_of_total_population,poverty_headcount_ratio_at_2_15_a_day_2017_ppp_percent_of_population,fixed_broadband_subscriptions_per_100_people,average_precipitation_in_depth_mm_per_year,international_tourism_number_of_arrivals,international_tourism_number_of_departures,multidimensional_poverty_headcount_ratio_world_bank_percent_of_population,urban_population_percent_of_total_population,population_total,land_area_sqkm,temp_anomaly,precip_anomaly,conflict_intensity,type_of_conflict,previous_risc
2004,Paraguay,PRY,South America,405,-1.312925888,low,93.249876,54.42505412,52.3,3.452438431,70.481,53.37760897,10134.25086,36.70662397,5.7,0.0566054,1130,2589000,170000,NA,57.305,5388175,397300,0.108619255,-0.000373398,0,NA,-1.680684344
2005,Paraguay,PRY,South America,4271,0.524774587,high,94.686886,53.5638812,51.4,7.907007861,70.527,54.17941887,10236.02633,36.05813385,6.1,0.102788,1130,2648000,188000,NA,57.633,5448097,397300,-0.252135075,-0.000468235,0,NA,-1.312925888
2006,Paraguay,PRY,South America,28127,1.9194789,high,96.749045,52.70270828,53,7.962073884,70.781,54.97408903,10616.05385,35.41272974,7.9,0.108989,1130,2830000,210000,NA,57.96,5505148,397300,0.388067765,-7.21E-06,0,NA,0.524774587
2007,Paraguay,PRY,South America,1953,-1.201362966,low,96.452771,51.84153536,53,11.21,71.106,55.76164738,11080.56387,34.77807237,7.8,0.154693,1130,3005000,242000,NA,58.286,5559386,397300,-0.650742488,-0.000237765,0,NA,1.9194789
2008,Paraguay,PRY,South America,6143,-0.475975143,expected,96.677896,50.98036245,50.7,14.27,71.384,56.54244077,11685.41361,34.15797956,4.3,0.228019,1130,3118000,278000,NA,58.612,5613574,397300,0.393453799,-0.000595622,0,NA,-1.201362966
2009,Paraguay,PRY,South America,13523,-0.071733327,expected,96.891335,50.11918953,49.1,18.9,71.635,57.31616396,11537.5316,33.55237183,5.8,1.3654,1130,3183000,288000,NA,58.937,5671236,397300,0.119911236,-3.77E-05,0,NA,-0.475975143
2010,Paraguay,PRY,South America,42847,0.736324038,high,97.43086,49.25801661,51,19.8,71.887,58.08284781,12670.91117,32.95926013,5.5,1.55966,1130,3171000,302000,8.6,59.261,5737971,397300,-0.557212628,-0.000170797,0,NA,-0.071733327
2011,Paraguay,PRY,South America,39063,0.348266102,expected,98.23656,48.21534357,52.3,24.76351588,72.131,58.84252004,13043.70993,32.38355434,5,2.0655,1130,3365000,347000,6,59.584,5814626,397300,0.064532004,-0.000120861,0,NA,0.736324038
2012,Paraguay,PRY,South America,144470,1.415446098,high,97.835616,47.17267053,47.6,29.34,72.454,59.59549476,12777.78376,31.83287182,3.3,2.30883,1130,3655000,4.00E+05,5,59.907,5897008,397300,0.573235872,-0.000672775,0,NA,0.348266102
2013,Paraguay,PRY,South America,10014,-1.434279368,low,99.015884,46.12999748,47.9,36.9,72.757,60.33295771,13647.76089,31.32819717,1.8,2.61726,1130,3538000,440000,3.1,60.197,5982445,397300,-0.264602937,0.000259288,0,NA,1.415446098
2014,Paraguay,PRY,South America,68652,0.368897352,expected,99.000716,45.08732444,50.7,43,72.878,61.06107176,14170.53808,30.88870759,2.4,3.04993,1130,3455000,426000,3.9,60.474,6069811,397300,0.989419821,-8.86E-06,0,NA,-1.434279368
2015,Paraguay,PRY,South America,52907,0.048857511,expected,99.331532,44.0446514,47.6,49.71630466,73.191,61.78319244,14383.58612,30.51078432,1.9,3.49296,1130,4102000,1008000,2.9,60.75,6159103,397300,0.130356116,0.000828367,0,NA,0.368897352
2016,Paraguay,PRY,South America,18575,-0.997445054,low,98.4,43.62730934,47.9,53.40412748,73.534,62.49958992,14785.28513,30.18609487,1.7,3.94711,1130,4318000,1503000,2.8,61.026,6249126,397300,-0.001658079,-5.79E-05,0,NA,0.048857511
2017,Paraguay,PRY,South America,33819,-0.356518987,expected,99.3,42.63848477,48.5,61.07575622,73.644,63.20980611,15279.97356,29.90512484,1,4.57926,1130,4744000,1548000,1.8,61.3,6338660,397300,0.505459828,-9.98E-06,0,NA,-0.997445054
2018,Paraguay,PRY,South America,7840,-1.754447288,low,99.6,41.93538887,46,64.99354302,73.568,63.91670435,15554.3945,29.65569966,1.4,4.98959,1130,4183000,1266000,2.6,61.585,6427382,397300,0.177664799,0.000203605,0,NA,-0.356518987
2019,Paraguay,PRY,South America,232275,1.702574315,high,99.7,41.23231815,45.7,68.51762842,73.621,64.01892872,15286.20531,29.42460494,1,6.32667,1130,4368000,1192000,1.8,61.879,6515058,397300,0.623258315,-0.001100885,0,NA,-1.754447288
2020,Paraguay,PRY,South America,11457,-1.23794183,low,99.7,40.52922225,43.5,73.95751114,73.182,64.08422143,14957.78457,29.20713978,0.8,8.51592,1130,1077000,214000,1.4,62.183,6603739,397300,0.320671919,-0.000905312,0,NA,1.702574315
2021,Paraguay,PRY,South America,5715,-1.887660477,low,100,39.82614322,42.9,77.01838621,NA,64.15144761,15361.08475,29.02091038,0.7,10.8119,1130,NA,NA,1.3,62.496,6684182,397300,0.59265141,-0.001222842,0,NA,-1.23794183
2022,Paraguay,PRY,South America,24984,-0.399612473,expected,NA,NA,45.1,76.25916611,NA,64.22060427,15213.50824,28.86686181,1.3,10.9168,NA,NA,NA,1.8,62.818,6760464,396012.042,0.155560218,-0.000751834,0,NA,-1.887660477
2023,Paraguay,PRY,South America,327141,2.168265258,high,NA,NA,NA,NA,NA,NA,15743.14153,28.68959787,NA,12.8221,NA,NA,NA,NA,63.149,6844146,NA,2.323651356,-0.000937002,0,NA,-0.399612473
1990,French Polynesia,PYF,Oceania,518,0.712225903,high,NA,NA,NA,NA,NA,NA,NA,36.28318794,NA,NA,NA,NA,NA,NA,57.852,203776,3660,0.042620659,-0.001016747,0,NA,NA
1991,French Polynesia,PYF,Oceania,593,1.028898239,high,NA,NA,NA,NA,NA,NA,NA,36.18767798,NA,NA,NA,NA,NA,NA,57.61,207744,3660,0.004339059,0.000145994,0,NA,0.712225903
1992,French Polynesia,PYF,Oceania,355,0.690439734,high,NA,NA,NA,NA,NA,NA,NA,36.04846531,NA,NA,NA,NA,NA,NA,57.367,211559,3660,-0.06603686,-0.000272159,0,NA,1.028898239
1993,French Polynesia,PYF,Oceania,134,-0.127320227,expected,NA,NA,NA,NA,NA,NA,NA,35.90446752,NA,NA,NA,NA,NA,NA,57.124,215219,3660,0.03949515,-0.000816009,0,NA,0.690439734
1994,French Polynesia,PYF,Oceania,206,0.435279927,expected,NA,NA,NA,NA,NA,NA,NA,35.71208967,NA,NA,NA,NA,NA,NA,56.881,218738,3660,0.071869373,-8.69E-05,0,NA,-0.127320227
1995,French Polynesia,PYF,Oceania,577,1.560495189,high,NA,NA,NA,NA,NA,NA,NA,35.36087173,NA,NA,NA,186000,63000,NA,56.637,222118,3660,-0.257147471,-0.000419081,0,NA,0.435279927
1996,French Polynesia,PYF,Oceania,0,-4.234363071,low,NA,NA,NA,NA,NA,NA,NA,34.85409607,NA,NA,NA,184000,65000,NA,56.393,225489,3660,-0.278670629,4.92E-06,0,NA,1.560495189
1997,French Polynesia,PYF,Oceania,14,-1.982820392,low,NA,NA,NA,NA,NA,NA,NA,34.23821985,NA,NA,NA,201000,NA,NA,56.285,229121,3660,0.327166239,0.001559408,0,NA,-4.234363071
1998,French Polynesia,PYF,Oceania,33,-1.266764934,low,NA,NA,NA,NA,NA,NA,NA,33.53933186,NA,NA,NA,211000,NA,NA,56.205,232891,3660,-0.116536776,-8.91E-05,0,NA,-1.982820392
1999,French Polynesia,PYF,Oceania,36,-1.288938691,low,NA,NA,NA,NA,NA,NA,NA,32.80150392,NA,NA,NA,236000,NA,NA,56.126,236595,3660,-0.30432113,-0.000561731,0,NA,-1.266764934
2000,French Polynesia,PYF,Oceania,32800,5.417029086,high,NA,NA,NA,NA,NA,NA,NA,32.04139052,NA,NA,NA,NA,NA,NA,56.047,240337,3471,-0.162902037,-1.23E-05,0,NA,-1.288938691
2001,French Polynesia,PYF,Oceania,230,0.372974348,expected,NA,NA,NA,NA,NA,NA,NA,31.27457861,NA,0.0102418,NA,NA,NA,NA,55.967,244097,3471,-0.002411366,-0.000189876,0,NA,5.417029086
2002,French Polynesia,PYF,Oceania,47,-1.261840302,low,NA,NA,NA,NA,NA,NA,NA,30.518933,NA,0.0129149,NA,NA,NA,NA,55.888,247775,3471,0.286634922,-0.00028962,0,NA,0.372974348
2003,French Polynesia,PYF,Oceania,59,-1.110590937,low,NA,NA,NA,NA,NA,NA,NA,29.69763178,NA,0.375938,NA,NA,NA,NA,56.242,251637,3471,0.11350282,-0.00015306,0,NA,-1.261840302
2004,French Polynesia,PYF,Oceania,50,-1.346222658,low,NA,NA,NA,NA,NA,NA,NA,28.85726907,NA,1.78014,NA,NA,NA,NA,56.831,255654,3471,0.059545835,1.64E-05,0,NA,-1.110590937
2005,French Polynesia,PYF,Oceania,818,1.38428883,high,NA,NA,NA,NA,NA,NA,NA,28.07796812,NA,4.23881,NA,NA,NA,NA,57.417,259507,3471,0.132225672,0.000359679,0,NA,-1.346222658
2006,French Polynesia,PYF,Oceania,1897,2.183652243,high,NA,NA,NA,NA,NA,NA,NA,27.40732118,NA,6.92721,NA,NA,NA,NA,58.002,263223,3471,0.192306995,0.000160547,0,NA,1.38428883
2007,French Polynesia,PYF,Oceania,176,-0.205944998,expected,NA,NA,NA,NA,NA,NA,NA,26.94250973,NA,8.8576,NA,243000,NA,NA,58.585,266438,3471,-0.31503884,0.000181287,0,NA,2.183652243
2008,French Polynesia,PYF,Oceania,2479,2.439015877,high,NA,NA,NA,NA,NA,NA,NA,26.51283066,NA,10.3104,NA,227000,NA,NA,59.166,268379,3471,-0.14383475,-0.0005514,0,NA,-0.205944998
2009,French Polynesia,PYF,Oceania,250,0.166162566,expected,NA,NA,NA,NA,NA,NA,NA,26.04412247,NA,11.1436,NA,190000,88000,NA,59.742,269481,3471,0.258592606,0.000686289,0,NA,2.439015877
2010,French Polynesia,PYF,Oceania,12,-2.780056665,low,NA,NA,NA,NA,NA,NA,NA,25.66546154,NA,11.9177,NA,179000,89000,NA,60.317,270580,3471,-0.63747565,-0.000979813,0,NA,0.166162566
2011,French Polynesia,PYF,Oceania,0,-4.617433957,low,NA,NA,NA,NA,NA,NA,NA,25.32850976,NA,13.2486,NA,196000,84000,NA,60.889,271727,3471,-0.276891549,-0.000383925,0,NA,-2.780056665
2012,French Polynesia,PYF,Oceania,1523,2.015259754,high,NA,NA,NA,NA,NA,NA,NA,25.00523407,NA,14.7207,NA,210000,83000,NA,61.459,273084,3471,0.116405964,0.000430434,0,NA,-4.617433957
2013,French Polynesia,PYF,Oceania,2155,2.378177588,high,NA,NA,NA,NA,NA,NA,NA,24.73631402,NA,16.3434,NA,214000,NA,NA,61.583,274728,3471,-0.274410089,2.37E-05,0,NA,2.015259754
2014,French Polynesia,PYF,Oceania,348,0.601709232,high,NA,NA,NA,NA,NA,NA,NA,24.44536055,NA,17.9965,NA,228000,48000,NA,61.633,276387,3471,0.130209923,-0.000199588,0,NA,2.378177588
2015,French Polynesia,PYF,Oceania,664,1.320816486,high,NA,NA,NA,NA,NA,NA,NA,24.07149736,NA,18.6809,NA,239000,55000,NA,61.683,277866,3471,0.417520523,0.001061994,0,NA,0.601709232
2016,French Polynesia,PYF,Oceania,7,-2.912955624,low,NA,NA,NA,NA,NA,NA,NA,23.6649673,NA,19.8594,NA,241000,48000,NA,61.734,279178,3471,0.432600975,0.00073431,0,NA,1.320816486
2017,French Polynesia,PYF,Oceania,151,0.022618278,expected,NA,NA,NA,NA,NA,NA,NA,23.24517982,NA,20.595,NA,254000,55000,NA,61.784,280087,3471,-0.008469899,0.000257596,0,NA,-2.912955624
2018,French Polynesia,PYF,Oceania,2534,2.932095526,high,NA,NA,NA,NA,NA,NA,NA,22.85609641,NA,21.3677,NA,264000,47000,NA,61.834,279815,3471,0.215099335,-3.57E-05,0,NA,0.022618278
2019,French Polynesia,PYF,Oceania,242,0.686603423,high,NA,NA,NA,NA,NA,NA,NA,22.5003545,NA,22.2195,NA,3.00E+05,63000,NA,61.897,279034,3471,0.17823569,0.000189491,0,NA,2.932095526
2020,French Polynesia,PYF,Oceania,NA,-1.737804722,low,NA,NA,NA,NA,NA,NA,NA,22.11831299,NA,22.9219,NA,89400.00153,12000,NA,61.975,279209,3471,-0.131604036,-0.000771757,0,NA,0.686603423
2021,French Polynesia,PYF,Oceania,NA,-1.055506868,low,NA,NA,NA,NA,NA,NA,NA,21.70922798,NA,26.7245,NA,NA,NA,NA,62.066,279792,3471,-0.35116752,-0.000466316,0,NA,-1.737804722
2022,French Polynesia,PYF,Oceania,208,0.833455685,high,NA,NA,NA,NA,NA,NA,NA,21.26557812,NA,27.9145,NA,NA,NA,NA,62.17,280378,3471,-0.225234032,9.39E-05,0,NA,-1.055506868
2023,French Polynesia,PYF,Oceania,65,-0.253972458,expected,NA,NA,NA,NA,NA,NA,NA,20.76656474,NA,NA,NA,NA,NA,NA,62.288,281118,NA,0.497093201,0.000987768,0,NA,0.833455685
1990,Saudi Arabia,SAU,Asia,0,-0.727733414,low,100,0.454484135,NA,0,68.948,NA,42202.00174,41.35917043,NA,NA,59,NA,NA,NA,76.583,10640691,2149690,-0.650970022,-6.54E-05,0,NA,NA
1991,Saudi Arabia,SAU,Asia,0,-0.930650333,low,100,0.454484135,NA,0,69.366,NA,46642.75828,41.0322718,NA,NA,59,NA,NA,NA,77.223,11160744,2149690,-0.804724574,-1.25E-05,0,NA,-0.727733414
1992,Saudi Arabia,SAU,Asia,0,-1.546799841,low,100,0.454484135,NA,0,69.925,NA,46742.65444,40.67602475,NA,NA,59,NA,NA,NA,77.851,11686676,2149690,-2.014923851,7.07E-05,0,NA,-0.930650333
1993,Saudi Arabia,SAU,Asia,1,-1.177721027,low,100,0.454484135,NA,0,70.303,NA,44645.29232,40.1621767,NA,NA,59,NA,NA,NA,78.186,12215862,2149690,-0.980808536,6.69E-05,0,NA,-1.546799841
1994,Saudi Arabia,SAU,Asia,315,3.575974672,high,100,0.454484135,NA,0,70.705,NA,43621.13218,39.40862754,NA,NA,59,NA,NA,NA,78.429,12750040,2149690,-0.60069557,-3.65E-05,0,NA,-1.177721027
1995,Saudi Arabia,SAU,Asia,136,2.233340223,high,100,0.454484135,NA,0.010956134,71.011,NA,42507.14563,38.61260107,NA,NA,59,4398000,NA,NA,78.67,13289245,2149690,-0.748619119,0.000119368,0,NA,3.575974672
1996,Saudi Arabia,SAU,Asia,57,0.950664829,high,100,0.454484135,NA,0.026732651,71.273,NA,42456.23863,37.91405219,NA,NA,59,NA,NA,NA,78.91,13831009,2149690,-0.215964357,6.60E-05,0,NA,2.233340223
1997,Saudi Arabia,SAU,Asia,62,0.709032076,high,100,0.454484135,NA,0.052099031,71.483,NA,41787.92787,37.27456101,NA,NA,59,NA,NA,NA,79.147,14374943,2149690,-0.885936856,0.000130686,0,NA,0.950664829
1998,Saudi Arabia,SAU,Asia,31,-0.233312254,expected,100,0.454484135,NA,0.101429893,71.879,NA,41875.05152,36.7256423,NA,NA,59,NA,NA,NA,79.383,14922185,2149690,0.261727532,1.86E-05,0,NA,0.709032076
1999,Saudi Arabia,SAU,Asia,26,-0.630831818,low,100,0.454484135,NA,0.49358534,72.136,NA,39268.99978,36.2822435,NA,NA,59,NA,NA,NA,79.616,15472075,2149690,0.257471283,-3.06E-05,0,NA,-0.233312254
2000,Saudi Arabia,SAU,Asia,17,-1.25820697,low,100,0.454484135,NA,2.210691809,72.467,NA,40442.93004,35.90343276,NA,NA,59,NA,NA,NA,79.848,16177722,2149690,-0.176851153,-3.52E-05,0,NA,-0.630831818
2001,Saudi Arabia,SAU,Asia,7,-2.263878797,low,100,0.454484135,NA,4.681053166,72.974,NA,38979.04872,35.56246976,NA,0.0821529,59,NA,NA,NA,80.077,17041397,2149690,0.008393645,-4.10E-05,0,NA,-1.25820697
2002,Saudi Arabia,SAU,Asia,11,-2.149774468,low,100,0.454484135,NA,6.38470502,73.337,NA,36980.20283,35.25392829,NA,0.194194,59,NA,NA,NA,80.304,17910910,2149690,-0.132036646,6.25E-06,0,NA,-2.263878797
2003,Saudi Arabia,SAU,Asia,NA,-0.203793252,expected,99.99820709,0.454484135,NA,8.001582891,73.628,NA,40200.33021,34.94754998,NA,0.244757,59,NA,NA,NA,80.53,18786767,2149690,0.1517181,-1.99E-05,0,NA,-2.149774468
2004,Saudi Arabia,SAU,Asia,NA,-0.033882782,expected,100,0.454484135,NA,10.234533,74.153,NA,42462.47317,34.63312694,NA,0.349272,59,11083000,4234000,NA,80.754,19669480,2149690,-0.083872835,1.27E-05,0,NA,-0.203793252
2005,Saudi Arabia,SAU,Asia,NA,0.158869634,expected,100,0.454484135,NA,12.70503599,74.588,NA,43477.20469,33.93651658,NA,0.329759,59,10417000,5009000,NA,80.979,20559890,2149690,-0.057109157,9.67E-06,0,NA,-0.033882782
2006,Saudi Arabia,SAU,Asia,1544,1.197930594,high,100,0.454484135,NA,19.45955435,74.81,NA,42954.91951,32.90508585,NA,1.0167,59,10962000,2336000,NA,81.204,21459144,2149690,0.027258833,2.07E-05,0,NA,0.158869634
2007,Saudi Arabia,SAU,Asia,490,-0.354457596,expected,100,0.454484135,NA,30,75.046,NA,42062.72514,31.94250106,NA,2.78571,59,13479000,4817000,NA,81.427,22368313,2149690,0.093367775,-6.83E-05,0,NA,1.197930594
2008,Saudi Arabia,SAU,Asia,913,-0.123052096,expected,100,0.454484135,NA,36,75.274,NA,43001.95213,31.04422282,NA,4.50062,59,17717000,4705000,NA,81.649,23287877,2149690,-0.20398128,-3.64E-05,0,NA,-0.354457596
2009,Saudi Arabia,SAU,Asia,3350,0.814937256,high,100,0.454484135,NA,38,75.431,NA,40569.14584,30.1778311,NA,5.93665,59,13319000,6467000,NA,81.867,24217654,2149690,0.261128545,-4.01E-05,0,NA,-0.123052096
2010,Saudi Arabia,SAU,Asia,3526,0.592051227,high,100,0.454484135,NA,41,75.763,NA,41268.90199,29.47748004,NA,6.80363,59,13025000,18625000,NA,82.084,23978487,2149690,1.047068318,-6.59E-05,0,NA,0.814937256
2011,Saudi Arabia,SAU,Asia,3302,0.243797929,expected,100,0.454484135,NA,47.5,76.234,NA,44683.17913,29.00457681,NA,7.47523,59,15776000,15865399.41,NA,82.302,25091867,2149690,-0.123891473,-4.82E-05,0,NA,0.592051227
2012,Saudi Arabia,SAU,Asia,1749,-0.621405806,low,100,0.454484135,NA,54,76.461,NA,46075.27798,28.61050907,NA,9.38626,59,19847000,20084259.77,NA,82.52,26168861,2149690,0.291214267,-7.00E-05,0,NA,0.243797929
2013,Saudi Arabia,SAU,Asia,6512,0.500137456,high,100,0.454484135,NA,60.5,76.626,NA,46251.34354,28.22707284,NA,NA,59,19934000,22535457.03,NA,82.74,27624004,2149690,-0.127096931,3.36E-05,0,NA,-0.621405806
2014,Saudi Arabia,SAU,Asia,2081,-0.751520276,low,100,0.454484135,NA,64.71365737,76.757,NA,47053.06516,27.86123537,NA,NA,59,23010000,22322601.56,NA,82.96,28309273,2149690,0.314116041,-4.60E-05,0,NA,0.500137456
2015,Saudi Arabia,SAU,Asia,4312,-0.113182135,expected,100,0.454484135,NA,69.6162358,76.918,NA,48237.33762,27.51676893,NA,21.1362,59,21834000,25054000,NA,83.18,29816382,2149690,0.781604966,-8.38E-06,0,NA,-0.751520276
2016,Saudi Arabia,SAU,Asia,5428,0.084334364,expected,99.9,0.454484135,NA,74.87927469,77.064,NA,48166.2388,27.14295652,NA,20.8268,59,20887000,27618000,NA,83.401,30954198,2149690,0.569312692,-1.82E-06,0,NA,-0.113182135
2017,Saudi Arabia,SAU,Asia,3462,-0.330935903,expected,99.97,0.454484135,NA,94.17559961,77.16,NA,47500.77215,26.71596245,NA,21.6139,59,18607000,28748000,NA,83.622,30977355,2149690,0.876091043,-4.17E-05,0,NA,0.084334364
2018,Saudi Arabia,SAU,Asia,5345,0.174814157,expected,99.89,0.454484135,NA,93.31000185,77.212,NA,47865.53095,26.31696841,NA,22.4661,59,17570000,27425000,NA,83.844,30196281,2149690,0.905833046,7.37E-05,0,NA,-0.330935903
2019,Saudi Arabia,SAU,Asia,2228,-0.650130358,low,99.99,0.454484135,NA,95.7247356,77.304,NA,47297.96516,25.98597407,NA,22.3214,59,20292000,27196000,NA,84.065,30063799,2149690,0.74685053,1.18E-05,0,NA,0.174814157
2020,Saudi Arabia,SAU,Asia,2375,-0.59917461,low,99.99,0.454484135,NA,97.8623325,76.239,NA,45388.92571,26.04106805,NA,25.4597,59,NA,NA,NA,84.287,31552510,2149690,0.563355724,-3.82E-05,0,NA,-0.650130358
2021,Saudi Arabia,SAU,Asia,3421,-0.195667658,expected,100,0.454484135,NA,100,NA,NA,47754.43145,26.18048352,NA,33.7974,59,NA,NA,NA,84.508,30784383,2149690,1.186657151,-7.89E-05,0,NA,-0.59917461
2022,Saudi Arabia,SAU,Asia,1470,-1.092886748,low,NA,NA,NA,100,NA,NA,50683.03244,25.94687084,NA,41.823,NA,NA,NA,NA,84.729,32175224,2149690,0.843914866,-3.57E-05,0,NA,-0.195667658
2023,Saudi Arabia,SAU,Asia,15010,1.161954839,high,NA,NA,NA,NA,NA,NA,49567.69567,25.59709205,NA,43.5732,NA,NA,NA,NA,84.95,33702731,NA,0.978357991,7.27E-05,0,NA,-1.092886748
1990,Singapore,SGP,Asia,1733,0.113439151,expected,100,22.12970149,NA,0,75.29512195,NA,45371.0069,21.57822308,NA,NA,2497,NA,NA,NA,100,3047132,670,-0.113914903,-0.000844741,0,NA,NA
1991,Singapore,SGP,Asia,2179,0.293489216,expected,100,22.4561194,NA,0.161504498,75.64634146,NA,47047.63905,21.45773917,NA,NA,2497,NA,NA,NA,100,3135083,670,-0.274504121,0.001129422,0,NA,0.113439151
1992,Singapore,SGP,Asia,2878,0.51495779,high,100,22.78238806,NA,0.471368155,75.94634146,NA,48686.64624,21.3723863,NA,NA,2497,NA,NA,NA,100,3230698,670,-0.316205279,0.000354081,0,NA,0.293489216
1993,Singapore,SGP,Asia,947,-0.65979435,low,100,23.10880597,NA,0.763278139,76.04634146,NA,52910.36124,21.17461791,NA,NA,2497,NA,NA,NA,100,3313471,670,-0.332505322,0.000559862,0,NA,0.51495779
1994,Singapore,SGP,Asia,1239,-0.47782171,expected,100,23.43507463,NA,1.185203797,76.19756098,NA,56966.02428,20.900328,NA,NA,2497,NA,NA,NA,100,3419048,670,-0.300720946,-0.000737449,0,NA,-0.65979435
1995,Singapore,SGP,Asia,2008,-0.094008086,expected,100,23.76149254,NA,2.873418722,76.29512195,NA,59226.75955,20.68704455,NA,NA,2497,7137000,2867000,NA,100,3524506,670,-0.232765611,0.001520481,0,NA,-0.47782171
1996,Singapore,SGP,Asia,3128,0.24501931,expected,100,24.08791045,NA,8.34995903,76.59512195,NA,61116.67664,20.60338413,NA,NA,2497,7292000,3305000,NA,100,3670704,670,-0.317009068,0.00010303,0,NA,-0.094008086
1997,Singapore,SGP,Asia,4300,0.472708805,expected,100,24.4141791,NA,13.47162042,76.89756098,NA,64013.56234,20.4617713,NA,NA,2497,7198000,3671000,NA,100,3796038,670,-0.140868282,-0.00153907,0,NA,0.24501931
1998,Singapore,SGP,Asia,5258,0.595109468,high,100,24.74059701,NA,19.59076716,77.3,NA,60519.71064,20.117645,NA,0.258645752,2497,6242000,3745000,NA,100,3927213,670,0.443957392,0.000367156,0,NA,0.472708805
1999,Singapore,SGP,Asia,1355,-0.80379124,low,100,25.06686567,NA,24.15543693,77.55121951,NA,63471.19147,19.56744283,NA,0.756337923,2497,6958000,3971000,NA,100,3958723,670,-0.272010263,-0.000114235,0,NA,0.595109468
2000,Singapore,SGP,Asia,673,-1.559642235,low,100,25.39328358,NA,36,77.95121951,100,68019.52957,19.08211276,NA,1.70993,2497,7691000,4444000,NA,100,4027887,670,-0.237436549,-6.45E-05,0,NA,-0.80379124
2001,Singapore,SGP,Asia,2379,-0.373964133,expected,100,25.50164179,NA,41.67042518,78.25121951,100,65500.31341,18.91961044,NA,3.66846,2497,7522000,4363000,NA,100,4138012,670,-0.132483101,0.000581818,0,NA,-1.559642235
2002,Singapore,SGP,Asia,3947,0.067232299,expected,100,25.42044444,NA,47,78.55121951,100,67451.71815,18.81756677,NA,6.5109,2497,7567000,4399000,NA,100,4175950,675,0.004776382,-0.001020674,0,NA,-0.373964133
2003,Singapore,SGP,Asia,4788,0.217213074,expected,100,25.08224163,NA,53.83794329,79.03902439,100,71567.13333,18.51545051,NA,10.0792,2497,6127000,4221000,NA,100,4114826,687,0.012080574,-0.000338981,0,NA,0.067232299
2004,Singapore,SGP,Asia,9459,0.823849067,high,100,25.1149492,NA,62,79.4902439,100,77702.01492,18.00515713,NA,13.0657,2497,8329000,5165000,NA,100,4166664,689,-0.018128649,-0.000864359,0,NA,0.217213074
2005,Singapore,SGP,Asia,14209,1.141729507,high,100,25.22046444,NA,61,79.9902439,100,81487.72956,17.43097094,NA,15.3736,2497,8943000,5159000,NA,100,4265762,689,0.187537257,-0.001104861,0,NA,0.823849067
2006,Singapore,SGP,Asia,3136,-0.466550998,expected,100,25.14351585,NA,59,80.14146341,100,86090.43627,16.94296082,NA,17.8781,2497,9751000,5533000,NA,100,4401365,694,-0.060119724,4.45E-05,0,NA,1.141729507
2007,Singapore,SGP,Asia,8826,0.457368764,expected,100,25.21194245,NA,69.9,80.44146341,100,90027.3401,16.4163319,NA,20.1457,2497,10285000,6024000,NA,100,4588599,695,-0.185898717,0.001362311,0,NA,-0.466550998
2008,Singapore,SGP,Asia,7032,0.108437692,expected,100,25.13571429,NA,69,80.7902439,100,86952.46287,15.73507121,NA,22.2854,2497,10116000,6828000,NA,100,4839396,700,-0.298836327,0.000398525,0,NA,0.457368764
2009,Singapore,SGP,Asia,4523,-0.430052737,expected,100,25.23957143,NA,69,81.24146341,100,84477.12455,14.92541767,NA,24.8261,2497,9683000,6961000,NA,100,4987573,700,0.056521956,-0.001059797,0,NA,0.108437692
2010,Singapore,SGP,Asia,5392,-0.340930897,expected,100,25.27122507,NA,71,81.54146341,100,95043.96388,14.25094888,NA,26.362,2497,11642000,7342000,NA,100,5076732,702,0.304537519,9.40E-05,0,NA,-0.430052737
2011,Singapore,SGP,Asia,5266,-0.453211271,expected,100,24.83892045,NA,71,81.74390244,100,98867.94528,13.95124044,NA,27.1736,2497,13171000,7753000,NA,100,5183688,704,-0.149774488,0.000232479,0,NA,-0.340930897
2012,Singapore,SGP,Asia,4734,-0.646855043,low,100,24.40906516,NA,72,81.99512195,100,100750.848,13.79573275,NA,27.068,2497,14496000,8048000,NA,100,5312437,706,-0.036114788,0.000219771,0,NA,-0.453211271
2013,Singapore,SGP,Asia,22405,0.840185968,high,100,24.0155587,NA,80.90205685,82.24634146,100,103908.3585,13.52648098,NA,27.7296,2497,15568000,8647000,NA,100,5399162,707,0.12873195,0.000301585,0,NA,-0.646855043
2014,Singapore,SGP,Asia,18326,0.59656667,high,100,23.58984485,NA,82.1,82.49512195,100,106604.4928,13.1255238,NA,27.0067,2497,15095000,8903000,NA,100,5469724,709,0.12861592,-0.000445586,0,NA,0.840185968
2015,Singapore,SGP,Asia,11294,0.092997407,expected,100,23.23187588,NA,83.2,82.74390244,100,108483.2101,12.71330463,NA,26.8979,2497,15231500,9125000,NA,100,5535002,709,0.148166402,-0.001222404,0,NA,0.59656667
2016,Singapore,SGP,Asia,13110,0.233267434,expected,100,22.9696756,NA,84.45226789,82.84634146,100,110927.693,12.44337075,NA,28.5393,2497,16403000,9474000,NA,100,5607283,709,0.635112826,0.000134857,0,NA,0.092997407
